0.6623376623376623,0,0,0,0,0,0,0,0.6623376623376623
0.6623376623376623,0,0,0,0,0,0,0,0.6623376623376623
0.6883116883116883,0,0,0,0,0,0,0,0.6883116883116883
0.6948051948051948,0,0,0,0,0,0,0,0.6948051948051948
0.6623376623376623,0,0,0,0,0,0,0,0.6623376623376623
0.6883116883116883,0,0,0,0,0,0,0,0.6883116883116883
0,0.7597402597402597,0,0,0,0,0,0,0.7597402597402597
0,0.7597402597402597,0,0,0,0,0,0,0.7597402597402597
0,0.7207792207792207,0,0,0,0,0,0,0.7207792207792207
0,0.6818181818181818,0,0,0,0,0,0,0.6818181818181818
0,0.7532467532467533,0,0,0,0,0,0,0.7532467532467533
0,0.7467532467532467,0,0,0,0,0,0,0.7467532467532467
0.7792207792207793,0.7792207792207793,0,0,0,0,0,0,0.7792207792207793
0.7792207792207793,0.7792207792207793,0,0,0,0,0,0,0.7792207792207793
0.7792207792207793,0.7792207792207793,0,0,0,0,0,0,0.7792207792207793
0.7792207792207793,0.7792207792207793,0,0,0,0,0,0,0.7792207792207793
0.6948051948051948,0.6948051948051948,0,0,0,0,0,0,0.6948051948051948
0.6948051948051948,0.6948051948051948,0,0,0,0,0,0,0.6948051948051948
0.7012987012987013,0.7012987012987013,0,0,0,0,0,0,0.7012987012987013
0.7012987012987013,0.7012987012987013,0,0,0,0,0,0,0.7012987012987013
0.7662337662337663,0.7662337662337663,0,0,0,0,0,0,0.7662337662337663
0.7662337662337663,0.7662337662337663,0,0,0,0,0,0,0.7662337662337663
0.7532467532467533,0.7532467532467533,0,0,0,0,0,0,0.7532467532467533
0.7532467532467533,0.7532467532467533,0,0,0,0,0,0,0.7532467532467533
0,0,0.6298701298701299,0,0,0,0,0,0.6298701298701299
0,0,0.6298701298701299,0,0,0,0,0,0.6298701298701299
0,0,0.551948051948052,0,0,0,0,0,0.551948051948052
0,0,0.6038961038961039,0,0,0,0,0,0.6038961038961039
0,0,0.5974025974025974,0,0,0,0,0,0.5974025974025974
0,0,0.6168831168831169,0,0,0,0,0,0.6168831168831169
0.6558441558441559,0,0.6558441558441559,0,0,0,0,0,0.6558441558441559
